,Unnamed: 0,Academy_Name,Class_Names,Day_1,Day_2,Time_1,Time_2,Genre,Link,Place,Contact,NumOfClass,District,Img
136,40,JustJerk,DAZZLE,Weekends,MON,Night,21:00-22:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
137,41,JustJerk,U-JIN(BEGINNER),Weekends,TUE,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
138,42,JustJerk,HULK x GYUHONG,Weekends,TUE,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
139,43,JustJerk,BADA LEE,Weekends,TUE,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
140,44,JustJerk,MINSOO,Weekends,TUE,Night,21:00-22:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
141,45,JustJerk,SIWON(BEGINNER),Weekends,WED,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
142,46,JustJerk,EUNKYUNG,Weekends,WED,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
143,47,JustJerk,KYUNGWOO,Weekends,WED,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
144,48,JustJerk,MOOREUP(HIPHOP),Weekends,WED,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
145,49,JustJerk,J HO(MASTER),Weekends,WED,Night,"							(¸¶½ºÅÍÅ¬·¡½º)21:00-22:20",,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
146,50,JustJerk,U-JIN,Weekends,THU,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
147,51,JustJerk,REDLIC,Weekends,THU,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
148,52,JustJerk,DOKYUN(TRAINING),Weekends,THU,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
149,53,JustJerk,CHESHIR,Weekends,THU,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
150,54,JustJerk,YOUNG-J x HAENI,Weekends,THU,Night,21:00-22:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
151,55,JustJerk,JIYOUNG,Weekends,FRI,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
152,56,JustJerk,ITSMIA,Weekends,FRI,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
153,57,JustJerk,VATA,Weekends,FRI,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
154,58,JustJerk,WELCHI,Weekends,FRI,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
155,59,JustJerk,S.ONE(MASTER),Weekends,FRI,Night,ONE°­»ç´ÔÀÇ¾È¹«¼ö¾÷ÀÔ´Ï´Ù,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
156,60,JustJerk,WOOTAE,Weekends,FRI,Night,21:00-22:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
157,61,JustJerk,SAEROM(BASIC),Weekends,SAT,Night,17:00-18:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
158,62,JustJerk,REDY,Weekends,SAT,Night,17:00-18:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
159,63,JustJerk,JONGGYU LEE,Weekends,SAT,Night,18:30-19:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
160,64,JustJerk,MINJUN,Weekends,SAT,Night,18:30-19:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
161,65,JustJerk,U-JIN x JINWOO,Weekends,SAT,Night,20:00-21:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
162,66,JustJerk,VIO KIM,Weekends,MON,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
163,67,JustJerk,BENGAL,Weekends,MON,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
164,68,JustJerk,YOONYOUNG,Weekends,MON,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
165,69,JustJerk,JINSTAR,Weekends,MON,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
166,70,JustJerk,YEHWAN KIM,Weekends,MON,Night,21:00-22:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
167,71,JustJerk,DAZZLE,Weekends,MON,Night,21:00-22:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
168,72,JustJerk,U-JIN(BEGINNER),Weekends,TUE,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
169,73,JustJerk,HULK,Weekends,TUE,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
170,74,JustJerk,GYUHONG,Weekends,TUE,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
171,75,JustJerk,BADA LEE,Weekends,TUE,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
172,76,JustJerk,MINSOO,Weekends,TUE,Night,21:00-22:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
173,77,JustJerk,SIWON(BEGINNER),Weekends,WED,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
174,78,JustJerk,EUNKYUNG,Weekends,WED,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
175,79,JustJerk,KYUNGWOO,Weekends,WED,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
176,80,JustJerk,MOOREUP(HIPHOP),Weekends,WED,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
177,81,JustJerk,J HO(MASTER),Weekends,WED,Night,"							(¸¶½ºÅÍÅ¬·¡½º)21:00-22:20",,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
178,82,JustJerk,U-JIN,Weekends,THU,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
179,83,JustJerk,REDLIC,Weekends,THU,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
180,84,JustJerk,DOKYUN(TRAINING),Weekends,THU,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
181,85,JustJerk,YOUNG-J x CHESHIR,Weekends,THU,Night,21:00-22:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
182,86,JustJerk,JIYOUNG,Weekends,FRI,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
183,87,JustJerk,ITSMIA,Weekends,FRI,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
184,88,JustJerk,VATA x TAEHOON,Weekends,FRI,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
185,89,JustJerk,WELCHI,Weekends,FRI,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
186,90,JustJerk,S.ONE(MASTER),Weekends,FRI,Night,ONE°­»ç´ÔÀÇ¾È¹«¼ö¾÷ÀÔ´Ï´Ù,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
187,91,JustJerk,WOOTAE x YODA,Weekends,FRI,Night,21:00-22:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
188,92,JustJerk,SAEROM(BASIC),Weekends,SAT,Night,17:00-18:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
189,93,JustJerk,REDY,Weekends,SAT,Night,17:00-18:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
190,94,JustJerk,JONGGYU LEE,Weekends,SAT,Night,18:30-19:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
191,95,JustJerk,MINJUN,Weekends,SAT,Night,18:30-19:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
192,96,JustJerk,VIO KIM,Weekends,MON,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
193,97,JustJerk,BENGAL,Weekends,MON,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
194,98,JustJerk,YOONYOUNG,Weekends,MON,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
195,99,JustJerk,JINSTAR,Weekends,MON,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
196,100,JustJerk,YEHWAN KIM,Weekends,MON,Night,21:00-22:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
197,101,JustJerk,RENAN,Weekends,MON,Night,21:00-22:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
198,102,JustJerk,S.ONE(BASIC),Weekends,TUE,Night,ONE°­»ç´ÔÀÇ±âº»±âÆ®·¹ÀÌ´×¼ö¾÷ÀÔ´Ï´Ù,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
199,103,JustJerk,HULK,Weekends,TUE,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
200,104,JustJerk,GYUHONG,Weekends,TUE,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
201,105,JustJerk,MINSOO,Weekends,TUE,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
202,106,JustJerk,BADA LEE x HYUNSE,Weekends,TUE,Night,21:00-22:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
203,107,JustJerk,WELCHIxJIMINxHEIZLE,Weekends,TUE,Night,21:00-22:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
204,108,JustJerk,SIWON(BEGINNER),Weekends,WED,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
205,109,JustJerk,EUNKYUNG,Weekends,WED,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
206,110,JustJerk,KYUNGWOO,Weekends,WED,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
207,111,JustJerk,MOOREUP(HIPHOP),Weekends,WED,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
208,112,JustJerk,J HO(MASTER),Weekends,WED,Night,"							(¸¶½ºÅÍÅ¬·¡½º)21:00-22:20",,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
209,113,JustJerk,U-JIN,Weekends,THU,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
210,114,JustJerk,REDLIC,Weekends,THU,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
211,115,JustJerk,DOKYUN(TRAINING),Weekends,THU,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
